ens_gene	strain	covered_length	Chr	start	end	ext_gene	perc
WBGene00017942	MY10	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	MY16	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	MY18	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	MY1	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	MY2147	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	MY2212	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	MY23	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	MY2453	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	MY2530	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	MY2535	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	MY2573	1244	X	1779232	1780527	fbxc-37	96.0617760617761
WBGene00017942	MY2585	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	MY2693	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	MY2713	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	MY2741	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	MY518	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	MY679	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	MY772	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	MY795	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	MY920	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	N2	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1049	1244	X	1779232	1780527	fbxc-37	96.0617760617761
WBGene00017942	NIC1107	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1119	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC166	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1698	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1700	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1772	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1773	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1775	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1779	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1780	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1782	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1783	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1785	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1786	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1787	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1788	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1789	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1790	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1791	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1792	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1794	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1796	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1798	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1799	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1801	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1802	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1805	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1806	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1808	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1809	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1810	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1811	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1812	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1832	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC195	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC199	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC1	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC2021	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC2076	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC207	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC231	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC236	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC242	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC251	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC252	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC255	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC256	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC258	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC259	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC260	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC261	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC262	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC265	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC266	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC267	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC268	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC269	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC271	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC272	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC274	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC275	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC276	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC277	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC2	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC3	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC501	1244	X	1779232	1780527	fbxc-37	96.0617760617761
WBGene00017942	NIC511	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC513	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC514	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC515	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC522	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC523	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC526	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC527	1244	X	1779232	1780527	fbxc-37	96.0617760617761
WBGene00017942	NIC528	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	NIC529	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	PB303	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	PS2025	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	PX179	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG2075	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG2811	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG2813	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG2818	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG2823	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG2824	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG2825	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG2827	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG2828	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG2832	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG2835	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG2836	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG2837	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG2838	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG2841	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG2843	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG2846	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG2850	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG2854	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG2855	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG2857	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG2873	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG2874	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG2875	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG2877	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG2932	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG4003	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG4004	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG4006	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG4008	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG4010	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG4012	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG4015	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG4017	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG4018	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG4021	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG4080	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG4103	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG4135	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG4138	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG4147	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG4151	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG4193	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG4226	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG4228	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG536	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG556	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QG557	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QW947	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QX1211	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QX1212	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QX1233	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QX1791	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QX1792	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QX1793	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	QX1794	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	RC301	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	TWN2530	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	TWN2542	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	WN2001	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	WN2002	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	WN2033	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	WN2050	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	WN2063	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	WN2064	1292	X	1779232	1780527	fbxc-37	99.7683397683398
WBGene00017942	WN2066	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	WN2068	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	WN2069	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	WN2082	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	WN2086	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	WN2107	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	WN2117	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	XZ1513	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	XZ1514	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	XZ1515	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	XZ1516	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	XZ1672	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	XZ1734	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	XZ1735	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	XZ1756	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	XZ2018	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	XZ2019	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	XZ2020	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00017942	XZ2211	1296	X	1779232	1780527	fbxc-37	100.07722007722
WBGene00018194	AB1	1404	II	3318302	3320358	F39E9.1	68.2879377431907
WBGene00018194	BRC20067	2016	II	3318302	3320358	F39E9.1	98.0544747081712
WBGene00018194	BRC20263	1323	II	3318302	3320358	F39E9.1	64.3482490272374
WBGene00018194	CB4852	2022	II	3318302	3320358	F39E9.1	98.3463035019455
WBGene00018194	CB4854	1380	II	3318302	3320358	F39E9.1	67.1206225680934
WBGene00018194	CB4856	2016	II	3318302	3320358	F39E9.1	98.0544747081712
WBGene00018194	CB4932	1337	II	3318302	3320358	F39E9.1	65.0291828793774
WBGene00018194	CX11254	1432	II	3318302	3320358	F39E9.1	69.6498054474708
WBGene00018194	CX11262	1331	II	3318302	3320358	F39E9.1	64.7373540856031
WBGene00018194	CX11264	1328	II	3318302	3320358	F39E9.1	64.591439688716
WBGene00018194	CX11271	1291	II	3318302	3320358	F39E9.1	62.7918287937743
WBGene00018194	CX11276	1378	II	3318302	3320358	F39E9.1	67.023346303502
WBGene00018194	CX11285	2022	II	3318302	3320358	F39E9.1	98.3463035019455
WBGene00018194	CX11292	1328	II	3318302	3320358	F39E9.1	64.591439688716
WBGene00018194	CX11307	1375	II	3318302	3320358	F39E9.1	66.8774319066148
WBGene00018194	CX11314	1309	II	3318302	3320358	F39E9.1	63.6673151750973
WBGene00018194	CX11315	1333	II	3318302	3320358	F39E9.1	64.8346303501946
WBGene00018194	DL200	1335	II	3318302	3320358	F39E9.1	64.931906614786
WBGene00018194	DL226	1386	II	3318302	3320358	F39E9.1	67.4124513618677
WBGene00018194	DL238	2021	II	3318302	3320358	F39E9.1	98.2976653696498
WBGene00018194	ECA1069	1326	II	3318302	3320358	F39E9.1	64.4941634241245
WBGene00018194	ECA1074	1220	II	3318302	3320358	F39E9.1	59.3385214007782
WBGene00018194	ECA1185	544	II	3318302	3320358	F39E9.1	26.4591439688716
WBGene00018194	ECA1186	2048	II	3318302	3320358	F39E9.1	99.6108949416342
WBGene00018194	ECA1187	2013	II	3318302	3320358	F39E9.1	97.908560311284
WBGene00018194	ECA1191	2014	II	3318302	3320358	F39E9.1	97.9571984435798
WBGene00018194	ECA1192	544	II	3318302	3320358	F39E9.1	26.4591439688716
WBGene00018194	ECA1193	555	II	3318302	3320358	F39E9.1	26.9941634241245
WBGene00018194	ECA1194	2014	II	3318302	3320358	F39E9.1	97.9571984435798
WBGene00018194	ECA1195	1000	II	3318302	3320358	F39E9.1	48.6381322957198
WBGene00018194	ECA1196	961	II	3318302	3320358	F39E9.1	46.7412451361868
WBGene00018194	ECA1200	2014	II	3318302	3320358	F39E9.1	97.9571984435798
WBGene00018194	ECA1202	2018	II	3318302	3320358	F39E9.1	98.1517509727626
WBGene00018194	ECA1206	1083	II	3318302	3320358	F39E9.1	52.6750972762646
WBGene00018194	ECA1208	1246	II	3318302	3320358	F39E9.1	60.6031128404669
WBGene00018194	ECA1212	1098	II	3318302	3320358	F39E9.1	53.4046692607004
WBGene00018194	ECA1216	1253	II	3318302	3320358	F39E9.1	60.943579766537
WBGene00018194	ECA1223	1108	II	3318302	3320358	F39E9.1	53.8910505836576
WBGene00018194	ECA1225	1068	II	3318302	3320358	F39E9.1	51.9455252918288
WBGene00018194	ECA1228	1217	II	3318302	3320358	F39E9.1	59.192607003891
WBGene00018194	ECA1229	2004	II	3318302	3320358	F39E9.1	97.4708171206226
WBGene00018194	ECA1232	585	II	3318302	3320358	F39E9.1	28.4533073929961
WBGene00018194	ECA1237	2016	II	3318302	3320358	F39E9.1	98.0544747081712
WBGene00018194	ECA1238	2018	II	3318302	3320358	F39E9.1	98.1517509727626
WBGene00018194	ECA1240	2017	II	3318302	3320358	F39E9.1	98.1031128404669
WBGene00018194	ECA1242	1041	II	3318302	3320358	F39E9.1	50.6322957198444
WBGene00018194	ECA1243	1136	II	3318302	3320358	F39E9.1	55.2529182879377
WBGene00018194	ECA1247	1111	II	3318302	3320358	F39E9.1	54.0369649805447
WBGene00018194	ECA1251	533	II	3318302	3320358	F39E9.1	25.9241245136187
WBGene00018194	ECA1252	2014	II	3318302	3320358	F39E9.1	97.9571984435798
WBGene00018194	ECA1253	2017	II	3318302	3320358	F39E9.1	98.1031128404669
WBGene00018194	ECA1255	2014	II	3318302	3320358	F39E9.1	97.9571984435798
WBGene00018194	ECA1257	2014	II	3318302	3320358	F39E9.1	97.9571984435798
WBGene00018194	ECA1260	2014	II	3318302	3320358	F39E9.1	97.9571984435798
WBGene00018194	ECA1261	1086	II	3318302	3320358	F39E9.1	52.8210116731518
WBGene00018194	ECA1269	1123	II	3318302	3320358	F39E9.1	54.6206225680934
WBGene00018194	ECA1271	1221	II	3318302	3320358	F39E9.1	59.3871595330739
WBGene00018194	ECA1276	1214	II	3318302	3320358	F39E9.1	59.0466926070039
WBGene00018194	ECA1278	1727	II	3318302	3320358	F39E9.1	83.9980544747082
WBGene00018194	ECA1281	1256	II	3318302	3320358	F39E9.1	61.0894941634241
WBGene00018194	ECA1283	1212	II	3318302	3320358	F39E9.1	58.9494163424124
WBGene00018194	ECA1284	2015	II	3318302	3320358	F39E9.1	98.0058365758755
WBGene00018194	ECA1286	1129	II	3318302	3320358	F39E9.1	54.9124513618677
WBGene00018194	ECA1287	1081	II	3318302	3320358	F39E9.1	52.5778210116732
WBGene00018194	ECA1288	2014	II	3318302	3320358	F39E9.1	97.9571984435798
WBGene00018194	ECA1289	2021	II	3318302	3320358	F39E9.1	98.2976653696498
WBGene00018194	ECA1293	1125	II	3318302	3320358	F39E9.1	54.7178988326848
WBGene00018194	ECA1298	2017	II	3318302	3320358	F39E9.1	98.1031128404669
WBGene00018194	ECA1316	2018	II	3318302	3320358	F39E9.1	98.1517509727626
WBGene00018194	ECA1409	1139	II	3318302	3320358	F39E9.1	55.3988326848249
WBGene00018194	ECA1413	2016	II	3318302	3320358	F39E9.1	98.0544747081712
WBGene00018194	ECA1493	1064	II	3318302	3320358	F39E9.1	51.7509727626459
WBGene00018194	ECA1693	2018	II	3318302	3320358	F39E9.1	98.1517509727626
WBGene00018194	ECA1713	1079	II	3318302	3320358	F39E9.1	52.4805447470817
WBGene00018194	ECA1717	541	II	3318302	3320358	F39E9.1	26.3132295719844
WBGene00018194	ECA1725	1494	II	3318302	3320358	F39E9.1	72.6653696498054
WBGene00018194	ECA1751	1368	II	3318302	3320358	F39E9.1	66.5369649805448
WBGene00018194	ECA1757	1103	II	3318302	3320358	F39E9.1	53.647859922179
WBGene00018194	ECA1761	531	II	3318302	3320358	F39E9.1	25.8268482490272
WBGene00018194	ECA1769	1293	II	3318302	3320358	F39E9.1	62.8891050583658
WBGene00018194	ECA1793	520	II	3318302	3320358	F39E9.1	25.2918287937743
WBGene00018194	ECA1805	1260	II	3318302	3320358	F39E9.1	61.284046692607
WBGene00018194	ECA1807	2014	II	3318302	3320358	F39E9.1	97.9571984435798
WBGene00018194	ECA1815	2015	II	3318302	3320358	F39E9.1	98.0058365758755
WBGene00018194	ECA1821	2014	II	3318302	3320358	F39E9.1	97.9571984435798
WBGene00018194	ECA1825	647	II	3318302	3320358	F39E9.1	31.4688715953307
WBGene00018194	ECA1843	2014	II	3318302	3320358	F39E9.1	97.9571984435798
WBGene00018194	ECA1851	539	II	3318302	3320358	F39E9.1	26.215953307393
WBGene00018194	ECA1853	2018	II	3318302	3320358	F39E9.1	98.1517509727626
WBGene00018194	ECA1875	2020	II	3318302	3320358	F39E9.1	98.2490272373541
WBGene00018194	ECA1885	527	II	3318302	3320358	F39E9.1	25.6322957198444
WBGene00018194	ECA1887	1147	II	3318302	3320358	F39E9.1	55.7879377431907
WBGene00018194	ECA1889	2014	II	3318302	3320358	F39E9.1	97.9571984435798
WBGene00018194	ECA1891	1203	II	3318302	3320358	F39E9.1	58.511673151751
WBGene00018194	ECA189	1234	II	3318302	3320358	F39E9.1	60.0194552529183
WBGene00018194	ECA1901	2014	II	3318302	3320358	F39E9.1	97.9571984435798
WBGene00018194	ECA1919	1065	II	3318302	3320358	F39E9.1	51.7996108949416
WBGene00018194	ECA191	1328	II	3318302	3320358	F39E9.1	64.591439688716
WBGene00018194	ECA1925	606	II	3318302	3320358	F39E9.1	29.4747081712062
WBGene00018194	ECA1937	2014	II	3318302	3320358	F39E9.1	97.9571984435798
WBGene00018194	ECA1939	2014	II	3318302	3320358	F39E9.1	97.9571984435798
WBGene00018194	ECA1943	2014	II	3318302	3320358	F39E9.1	97.9571984435798
WBGene00018194	ECA1969	1265	II	3318302	3320358	F39E9.1	61.5272373540856
WBGene00018194	ECA1977	2014	II	3318302	3320358	F39E9.1	97.9571984435798
WBGene00018194	ECA1997	1155	II	3318302	3320358	F39E9.1	56.1770428015564
WBGene00018194	ECA2041	1274	II	3318302	3320358	F39E9.1	61.9649805447471
WBGene00018194	ECA2043	2005	II	3318302	3320358	F39E9.1	97.5194552529183
WBGene00018194	ECA2073	1202	II	3318302	3320358	F39E9.1	58.4630350194553
WBGene00018194	ECA2081	1226	II	3318302	3320358	F39E9.1	59.6303501945525
WBGene00018194	ECA2091	1588	II	3318302	3320358	F39E9.1	77.2373540856031
WBGene00018194	ECA2109	556	II	3318302	3320358	F39E9.1	27.0428015564202
WBGene00018194	ECA2111	1296	II	3318302	3320358	F39E9.1	63.0350194552529
WBGene00018194	ECA2151	555	II	3318302	3320358	F39E9.1	26.9941634241245
WBGene00018194	ECA2155	1456	II	3318302	3320358	F39E9.1	70.8171206225681
WBGene00018194	ECA2159	1594	II	3318302	3320358	F39E9.1	77.5291828793774
WBGene00018194	ECA2183	556	II	3318302	3320358	F39E9.1	27.0428015564202
WBGene00018194	ECA2187	516	II	3318302	3320358	F39E9.1	25.0972762645914
WBGene00018194	ECA2191	1187	II	3318302	3320358	F39E9.1	57.7334630350195
WBGene00018194	ECA2195	1132	II	3318302	3320358	F39E9.1	55.0583657587549
WBGene00018194	ECA2199	1313	II	3318302	3320358	F39E9.1	63.8618677042802
WBGene00018194	ECA2251	1235	II	3318302	3320358	F39E9.1	60.068093385214
WBGene00018194	ECA2281	639	II	3318302	3320358	F39E9.1	31.079766536965
WBGene00018194	ECA2291	2015	II	3318302	3320358	F39E9.1	98.0058365758755
WBGene00018194	ECA2332	2017	II	3318302	3320358	F39E9.1	98.1031128404669
WBGene00018194	ECA2334	498	II	3318302	3320358	F39E9.1	24.2217898832685
WBGene00018194	ECA2336	642	II	3318302	3320358	F39E9.1	31.2256809338521
WBGene00018194	ECA2344	1289	II	3318302	3320358	F39E9.1	62.6945525291829
WBGene00018194	ECA2350	2014	II	3318302	3320358	F39E9.1	97.9571984435798
WBGene00018194	ECA2360	2000	II	3318302	3320358	F39E9.1	97.2762645914397
WBGene00018194	ECA2367	2014	II	3318302	3320358	F39E9.1	97.9571984435798
WBGene00018194	ECA2377	2014	II	3318302	3320358	F39E9.1	97.9571984435798
WBGene00018194	ECA2417	1271	II	3318302	3320358	F39E9.1	61.8190661478599
WBGene00018194	ECA2437	2014	II	3318302	3320358	F39E9.1	97.9571984435798
WBGene00018194	ECA243	2057	II	3318302	3320358	F39E9.1	100.048638132296
WBGene00018194	ECA2443	1142	II	3318302	3320358	F39E9.1	55.5447470817121
WBGene00018194	ECA2452	1066	II	3318302	3320358	F39E9.1	51.8482490272374
WBGene00018194	ECA2467	1132	II	3318302	3320358	F39E9.1	55.0583657587549
WBGene00018194	ECA246	2016	II	3318302	3320358	F39E9.1	98.0544747081712
WBGene00018194	ECA2473	1332	II	3318302	3320358	F39E9.1	64.7859922178988
WBGene00018194	ECA2475	2021	II	3318302	3320358	F39E9.1	98.2976653696498
WBGene00018194	ECA2481	2017	II	3318302	3320358	F39E9.1	98.1031128404669
WBGene00018194	ECA2482	1062	II	3318302	3320358	F39E9.1	51.6536964980545
WBGene00018194	ECA2489	1211	II	3318302	3320358	F39E9.1	58.9007782101167
WBGene00018194	ECA248	1294	II	3318302	3320358	F39E9.1	62.9377431906615
WBGene00018194	ECA250	2016	II	3318302	3320358	F39E9.1	98.0544747081712
WBGene00018194	ECA251	2023	II	3318302	3320358	F39E9.1	98.3949416342412
WBGene00018194	ECA2522	2014	II	3318302	3320358	F39E9.1	97.9571984435798
WBGene00018194	ECA2523	2014	II	3318302	3320358	F39E9.1	97.9571984435798
WBGene00018194	ECA2527	2014	II	3318302	3320358	F39E9.1	97.9571984435798
WBGene00018194	ECA2529	2018	II	3318302	3320358	F39E9.1	98.1517509727626
WBGene00018194	ECA2533	2022	II	3318302	3320358	F39E9.1	98.3463035019455
WBGene00018194	ECA2536	2015	II	3318302	3320358	F39E9.1	98.0058365758755
WBGene00018194	ECA2546	527	II	3318302	3320358	F39E9.1	25.6322957198444
WBGene00018194	ECA2549	1237	II	3318302	3320358	F39E9.1	60.1653696498054
WBGene00018194	ECA2551	1069	II	3318302	3320358	F39E9.1	51.9941634241245
WBGene00018194	ECA2554	1042	II	3318302	3320358	F39E9.1	50.6809338521401
WBGene00018194	ECA2555	1051	II	3318302	3320358	F39E9.1	51.1186770428016
